Incident Type,Location,Date Reported,Time Reported,Case #,Notes,Incident Occurred Between,Int. Ref. #,Disposition
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,3/19/2020,05:32 PM,MAC-20-0281,6Macalester Public Safety submitted a work order for a heating issue inside a students dorm room.,3/19/2020 05:32 PM and 3/19/2020 05:45 PM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,3/20/2020,01:08 AM,MAC-20-0282,Public Safety responded to unsecured area.,3/20/2020 01:08 AM and 3/20/2020 01:13 AM,,CLEARED NO SERVICE
PROPERTY : FOUND,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,3/20/2020,10:20 AM,MAC-20-0283,Public Safety received found property.  Contacted owner.  Property retrieved.,3/20/2020 10:20 AM and 3/20/2020 10:20 AM,,CLOSED
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,3/20/2020,04:00 PM,MAC-20-0284,Macalester College Public Safety contacted for a welfare check of student.,3/20/2020 04:00 PM and 3/20/2020 04:15 PM,,CLOSED
MAINTENANCE ELEVATOR : ENTRAPMENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,3/20/2020,05:05 PM,MAC-20-0285,Public safety responded to an elevator entrapment in a residential building. Occupants released safely.,3/20/2020 05:05 PM and 3/20/2020 06:05 PM,,CLEARED SERVICE COMPLETE
ALARMS : EMERGENCY ALARM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,3/21/2020,04:45 PM,MAC-20-0286,Macalester Public Safety responded to an elevator emergency alarm in a residence hall.,3/21/2020 04:45 PM and 3/21/2020 04:50 PM,,FALSE ALARM
ANIMAL : OFF LEASH,MACALESTER CAMPUS : EXTERIOR SPACES : GREAT LAWN,3/23/2020,01:30 PM,MAC-20-0288,Macalester College Public Safety took a report of an unknown woman hunting squirrels using her canine on campus.,3/23/2020 01:30 PM and 3/23/2020 01:40 PM,,ADVISED
PROPERTY : FOUND,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,3/23/2020,03:00 PM,MAC-20-0287,Macalester Public Safety officer found student access card on ground outside of residence hall.,3/23/2020 03:00 PM and 3/23/2020 03:01 PM,,ADVISED
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,3/23/2020,07:30 PM,MAC-20-0289,Public Safety received a report about a bicycle theft on campus.,11/1/2019 07:30 PM and 3/23/2020 07:45 PM,,CLEARED SERVICE COMPLETE
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,3/23/2020,11:20 PM,MAC-20-0290,Public Safety responded to a noise complaint in a residence hall.,3/23/2020 11:20 PM and 3/23/2020 11:30 PM,,CLEARED SERVICE COMPLETE
THEFT : FROM BUILDING/STRUCTURE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,3/24/2020,09:45 AM,MAC-20-0291,Macalester College Public Safety received a report of a theft from a residence hall.,3/24/2020 09:45 AM and 3/24/2020 10:00 AM,,CLOSED
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,3/24/2020,05:45 PM,MAC-20-0292,Public Safety observed unauthorized access of an Athletics facility.  Advised and sent 2 Macalester students.,3/24/2020 05:45 PM and 3/24/2020 05:50 PM,,ADVISED AND SENT
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,3/25/2020,11:20 AM,MAC-20-0293,Public Safety performed a Welfare Check on a student.  Student not located.,3/25/2020 11:25 AM and 3/25/2020 11:30 AM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,3/25/2020,12:50 PM,MAC-20-0294,"Public Safety responded to a Smoke Detector in Alarm at a residence hall. Alarm found to be the result of a college policy 
violation.",3/25/2020 01:05 PM and 3/25/2020 01:05 PM,,CLEARED SERVICE COMPLETE
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.05 FIRE SAFETY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,3/25/2020,12:50 PM,MAC-20-0294,"Public Safety responded to a Smoke Detector in Alarm at a residence hall. Alarm found to be the result of a college policy 
violation.",3/25/2020 01:05 PM and 3/25/2020 01:05 PM,,REFERRED TO RESIDENTIAL LIFE
SUSPICIOUS ACTIVITY : VEHICLE,MACALESTER CAMPUS : PARKING : WEST 1,3/25/2020,08:10 PM,MAC-20-0295,Public Safety observed a suspicious vehicle observing academic buildings and parking lots.,3/25/2020 08:05 PM and 3/25/2020 09:05 PM,,CLEARED NO SERVICE
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.3 CONDUCT PROCESS AND PROCEDURES 
(Count 1)",MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,3/25/2020,11:38 PM,MAC-20-0296,Public Safety observed unauthorized access.,3/25/2020 11:38 PM and 3/25/2020 11:50 PM,,ADVISED AND SENT
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.3 CONDUCT PROCESS AND PROCEDURES 
(Count 2)",MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,3/25/2020,11:38 PM,MAC-20-0296,Public Safety observed unauthorized access.,3/25/2020 11:38 PM and 3/25/2020 11:50 PM,,ADVISED AND SENT
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.3 CONDUCT PROCESS AND PROCEDURES 
(Count 3)",MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,3/25/2020,11:38 PM,MAC-20-0296,Public Safety observed unauthorized access.,3/25/2020 11:38 PM and 3/25/2020 11:50 PM,,ADVISED AND SENT
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.3 CONDUCT PROCESS AND PROCEDURES 
(Count 4)",MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,3/25/2020,11:38 PM,MAC-20-0296,Public Safety observed unauthorized access.,3/25/2020 11:38 PM and 3/25/2020 11:50 PM,,ADVISED AND SENT
UNAUTHORIZED ACCESS : SPACE (Count 1),MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,3/25/2020,11:38 PM,MAC-20-0296,Public Safety observed unauthorized access.,3/25/2020 11:38 PM and 3/25/2020 11:50 PM,,ADVISED AND SENT
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,3/26/2020,04:55 PM,MAC-20-0298,Public Safety observed unauthorized access of an Athletics facility by a group of children.  Advised and sent.,3/26/2020 04:55 PM and 3/26/2020 05:05 PM,,ADVISED AND SENT
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,3/26/2020,05:25 PM,MAC-20-0297,Public Safety observed unauthorized access to an Athletics facility.  Advised and sent 3 high school students.,3/26/2020 05:25 PM and 3/26/2020 05:35 PM,,ADVISED AND SENT
MEDICAL EMERGENCY : INURY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,3/27/2020,11:10 AM,MAC-20-0299,Public Safety received a call from a student who was experiencing a dental issue.,3/27/2020 11:10 AM and 3/27/2020 11:20 AM,,REFERRED TO RESIDENTIAL LIFE
UNAUTHORIZED ACCESS,MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,3/27/2020,01:10 PM,MAC-20-0305,Public Safety Responded to unauthorized access to the Football Field.,3/27/2020 12:55 PM and 3/27/2020 01:10 PM,,ADVISED AND SENT
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,3/27/2020,05:10 PM,MAC-20-0300,Public Safety observed unauthorized access to an Athletics facility.  Advised and sent 2 Macalester students.,3/27/2020 05:10 PM and 3/27/2020 05:15 PM,,ADVISED AND SENT
COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES,MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,3/27/2020,08:10 PM,MAC-20-0301,Public Safety observed unauthorized access.,3/27/2020 08:10 PM and 3/27/2020 08:15 PM,,ADVISED AND SENT
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,3/27/2020,08:10 PM,MAC-20-0301,Public Safety observed unauthorized access.,3/27/2020 08:10 PM and 3/27/2020 08:15 PM,,ADVISED AND SENT
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,3/28/2020,11:30 AM,MAC-20-0302,Macalester Public Safety responded to a student who's keys were stuck in lock.,3/28/2020 11:30 AM and 3/28/2020 11:45 AM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GEORGE DAYTON DRAPER HALL,3/28/2020,07:05 PM,MAC-20-0303,Public Safety assisted with a maintenance issue.,3/28/2020 07:05 PM and 3/28/2020 07:15 PM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,3/29/2020,08:10 PM,MAC-20-0304,Public Safety responded to a maintenance issue in a residential building.,3/29/2020 08:10 PM and 3/29/2020 08:20 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : PACKAGE/ITEM/DEVICE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS,3/30/2020,09:45 AM,MAC-20-0306,"Macalester College Public Safety officer observed bike lock cut in half, possible theft of bike.",3/30/2020 09:45 AM and 3/30/2020 09:46 AM,,CLOSED
ASSIST : COLLEGE EMPLOYEE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,3/30/2020,04:50 PM,MAC-20-0308,Public Safety assisted a college employee.,3/30/2020 04:50 PM and 3/30/2020 05:05 PM,,CLEARED SERVICE COMPLETE
TRESPASS : TITLE IX,MACALESTER CAMPUS,3/30/2020,04:55 PM,MAC-20-0307,Title IX Trespass Request,3/30/2020 04:55 PM and 3/30/2020 04:56 PM,,ADVISED
MEDICAL EMERGENCY : ILLNESS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : SUMMIT HOUSE,4/2/2020,10:00 AM,MAC-20-0309,Public Safety responded to an unauthorized access of a student residence by a Macalester student.,4/2/2020 10:00 AM and 4/2/2020 10:35 AM,,FINAL
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : SUMMIT HOUSE,4/2/2020,10:00 AM,MAC-20-0309,Public Safety responded to an unauthorized access of a student residence by a Macalester student.,4/2/2020 10:00 AM and 4/2/2020 10:35 AM,,REFERRED TO RESIDENTIAL LIFE
TRESPASS : ISSUED,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : LAMPERT BUILDING,4/2/2020,11:15 AM,MAC-20-0310,Public Safety observed a subject sleeping in an exterior stairwell of a Macalester property.  Advised and sent.,4/2/2020 11:15 AM and 4/2/2020 11:55 AM,,ADVISED AND SENT
TRESPASS : VIOLATION,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : LAMPERT BUILDING,4/3/2020,02:05 AM,MAC-20-0311,Public Safety responded to trespass violations.,4/3/2020 02:05 AM and 4/3/2020 02:20 AM,,ADVISED AND SENT
DAMAGE TO PROPERTY,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,4/3/2020,12:54 PM,MAC-20-0312,Public Safety was notified of damage to property.,4/3/2020 08:20 AM and 4/3/2020 08:20 AM,,CLOSED
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,4/3/2020,04:35 PM,MAC-20-0313,Public Safety performed a Welfare Check on a student who hadn't checked in per expectations. Student located.  All is well.,4/3/2020 04:35 PM and 4/3/2020 04:45 PM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,4/4/2020,02:58 AM,MAC-20-0314,Public Safety responded to fire alarm trouble.,4/4/2020 02:58 AM and 4/4/2020 03:10 AM,,CLEARED NO SERVICE
INFORMATION ONLY,MACALESTER CAMPUS,4/4/2020,02:10 PM,MAC-20-0315,Pandemic Tracking,4/4/2020 02:10 PM and 4/4/2020 02:10 PM,,
TRESPASS : VIOLATION,MACALESTER CAMPUS : EXTERIOR SPACES : SHAW FIELD,4/4/2020,04:00 PM,MAC-20-0316,Public Safety observed a trespassed individual on campus.,4/4/2020 04:00 PM and 4/4/2020 04:15 PM,,ADVISED AND SENT
INFORMATION ONLY,OFF CAMPUS (NON-CLERY),4/5/2020,08:00 AM,MAC-20-0319,Public Safety has received numerous calls from a Professor requesting access to a locked-down building.,4/5/2020 08:00 AM and 4/5/2020 12:00 AM,,FINAL
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,4/5/2020,05:28 PM,MAC-20-0317,"Macalester Public Safety located graffiti-""Black Lives Matter""",4/5/2020 05:28 PM and 4/5/2020 05:30 PM,,REFERRED TO OTHER DEPARTMENT
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,4/6/2020,03:09 AM,MAC-20-0318,Public Safety responded to a bike theft.,4/6/2020 03:09 AM and 4/6/2020 03:30 AM,,CLOSED
THEFT : BICYCLE : PARTS,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,4/6/2020,03:09 AM,MAC-20-0318,Public Safety responded to a bike theft.,4/6/2020 03:09 AM and 4/6/2020 03:30 AM,,CLOSED
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,4/6/2020,12:50 PM,MAC-20-0320,Public Safety performed a Welfare Check on a student.  Student not located.,4/6/2020 12:00 AM and 4/6/2020 01:00 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : VEHICLE,MACALESTER CAMPUS : PARKING : LEONARD CENTER,4/7/2020,02:38 AM,MAC-20-0321,Public Safety responded to a suspicious vehicle.,4/7/2020 02:38 AM and 4/7/2020 02:42 AM,,CLOSED
ASSIST : COLLEGE EMPLOYEE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,4/7/2020,01:00 PM,MAC-20-0322,Macalester College Public Safety recovered package from loading dock.,4/7/2020 01:00 PM and 4/7/2020 02:00 PM,,CLEARED SERVICE COMPLETE
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,4/8/2020,10:15 AM,MAC-20-0323,Macalester College Public Safety assisted student retrieve another student's essential belongings.,4/8/2020 10:15 AM and 4/8/2020 10:45 AM,,CLEARED SERVICE COMPLETE
ALARMS : MECHANICAL,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : JOAN ADAMS MONDALE HALL OF STUDIO ART,4/8/2020,02:40 PM,MAC-20-0324,Macalester College Public Safety responded to generator false alarm.,4/8/2020 02:40 PM and 4/8/2020 02:50 PM,,REFERRED TO OTHER DEPARTMENT
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,4/8/2020,04:15 PM,MAC-20-0326,Public Safety responded to a fire panel trouble alarm.,4/8/2020 04:15 PM and 4/8/2020 04:25 PM,,CLEARED SERVICE COMPLETE
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.01 APPLIANCES,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,4/8/2020,04:15 PM,MAC-20-0326,Public Safety responded to a fire panel trouble alarm.,4/8/2020 04:15 PM and 4/8/2020 04:25 PM,,CLEARED SERVICE COMPLETE
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,4/8/2020,04:30 PM,MAC-20-0325,Macalester College Public Safety officers observed students on closed track/turf field.,4/8/2020 04:30 PM and 4/8/2020 04:50 PM,,ADVISED AND SENT
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : 1550 SUMMIT,4/9/2020,08:40 AM,MAC-20-0328,Macalester College Public Safety Officer received a report of an unsecured door to a building on property.,4/9/2020 08:40 AM and 4/9/2020 09:00 AM,,CLEARED SERVICE COMPLETE
ALARMS : EMERGENCY ALARM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,4/9/2020,09:00 AM,MAC-20-0327,Macalester College Public Safety officers responded to emergency call alarm from residence hall.,4/9/2020 09:00 AM and 4/9/2020 09:15 AM,,FALSE ALARM
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,4/11/2020,01:01 PM,MAC-20-0329,Public Safety observed a bike theft while reviewing camera footage.,4/11/2020 01:01 PM and 4/11/2020 01:03 PM,,CLOSED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,4/11/2020,05:55 PM,MAC-20-0330,Macalester Public Safety escorted an intoxicated adult male off campus.,4/12/2020 05:55 PM and 4/12/2020 06:10 PM,,ADVISED AND SENT
UNWANTED PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,4/11/2020,05:55 PM,MAC-20-0330,Macalester Public Safety escorted an intoxicated adult male off campus.,4/12/2020 05:55 PM and 4/12/2020 06:10 PM,,ADVISED AND SENT
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,4/13/2020,11:30 AM,MAC-20-0333,Public Safety assisted a student with retrieving essential property.,4/13/2020 11:30 AM and 4/13/2020 11:50 AM,,CLEARED SERVICE COMPLETE
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,4/13/2020,02:20 PM,MAC-20-0334,Public Safety admitted a student into an Athletics facility for a medical appointment.,4/13/2020 02:20 PM and 4/13/2020 02:25 PM,,CLEARED SERVICE COMPLETE
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,4/13/2020,03:55 PM,MAC-20-0331,"Macalester Public Safety accessed the library (per request of Angi Faiks) for a student to drop off a laptop and pick up personal 
belongings.",4/13/2020 03:55 PM and 4/13/2020 04:20 PM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,HIGHWINDS PROPERTY,4/14/2020,06:41 AM,MAC-20-0332,Public Safety responded to maintenance routine.,4/14/2020 06:41 AM and 4/14/2020 06:50 AM,,REFERRED TO OTHER DEPARTMENT
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,4/14/2020,08:30 AM,MAC-20-0335,Public Safety observed graffiti outside of a residence hall.  A work order for its removal was submitted.,4/14/2020 08:30 AM and 4/14/2020 08:35 AM,,CLEARED SERVICE COMPLETE
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 30 MAC,4/15/2020,03:00 PM,MAC-20-0336,Macalester College Public Safety Officers performed welfare check on student.,4/15/2020 03:00 PM and 4/15/2020 03:30 PM,,CLEARED SERVICE COMPLETE
ALARMS : BURGLARY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : HIGHLANDER:THE SHOP AT MACALESTER,4/16/2020,09:45 AM,MAC-20-0337,Macalester College Public Safety set alarm off while accessing building.,4/16/2020 09:45 AM and 4/16/2020 10:30 AM,,CLOSED
PROPERTY : MISSING,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,4/16/2020,03:00 PM,MAC-20-0339,Macalester Public Safety assisted employee with cancelling credit card.,4/16/2020 03:00 PM and 4/16/2020 03:10 PM,,ADVISED
COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.5 NEIGHBORHOOD RELATIONS,MACALESTER CAMPUS : EXTERIOR SPACES : SHAW FIELD,4/18/2020,04:48 PM,MAC-20-0340,Macalester College Public Safety dispersed a group of 15-20 students violating pandemic social distancing guidelines.,4/18/2020 04:48 PM and 4/18/2020 04:55 PM,,CLOSED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,4/20/2020,01:25 AM,MAC-20-0341,Public Safety responded to a fire panel trouble alarm in a residential building.,4/20/2020 01:25 AM and 4/20/2020 01:45 AM,,CLEARED SERVICE COMPLETE
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : HIGHLANDER:THE SHOP AT MACALESTER,4/20/2020,07:25 AM,MAC-20-0338,Macalester College Campus Safety received report of graffiti on Macalester building.,4/20/2020 07:25 AM and 4/20/2020 07:50 AM,,REFERRED TO OTHER DEPARTMENT
UNWANTED PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GRAND CAMBRIDGE APARTMENTS,4/20/2020,09:25 AM,MAC-20-0342,Macalester College Public Safety responded to an unwanted individual who was sleeping in the entry way of a building.,4/20/2020 09:25 AM and 4/20/2020 09:40 AM,,CLOSED
THEFT : MOTOR VEHICLE THEFT,OFF CAMPUS (NON-CLERY),4/20/2020,02:15 PM,MAC-20-0343,Macalester College Public Safety received a report of a motor vehicle theft that occurred off campus.,4/20/2020 02:15 PM and 4/20/2020 02:50 PM,,ADVISED
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,4/22/2020,08:25 AM,MAC-20-0344,Public Safety observed an unauthorized access of an Athletics facility.  Advised and sent two unidentified female subjects.,4/22/2020 08:25 AM and 4/22/2020 08:35 AM,,ADVISED AND SENT
SUSPICIOUS ACTIVITY : VEHICLE,MACALESTER CAMPUS : PARKING : SOUTH PARKING,4/22/2020,01:40 PM,MAC-20-0348,"Public Safety observed a suspicious vehicle parked in a lot not used by the public or the Macalester community for general 
parking.",4/22/2020 01:12 PM and 4/22/2020 02:13 PM,,CLOSED
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : PARKING : SOUTH PARKING,4/22/2020,01:40 PM,MAC-20-0348,"Public Safety observed a suspicious vehicle parked in a lot not used by the public or the Macalester community for general 
parking.",4/22/2020 01:12 PM and 4/22/2020 02:13 PM,,CLOSED
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : ATHLETIC FACILITIES : DAYTON TRACK,4/23/2020,01:05 AM,MAC-20-0345,Public Safety responded to suspicious activity.,4/23/2020 01:05 AM and 4/23/2020 01:20 AM,,CLOSED
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : ATHLETIC FACILITIES : DAYTON TRACK,4/23/2020,01:05 AM,MAC-20-0345,Public Safety responded to suspicious activity.,4/23/2020 01:05 AM and 4/23/2020 01:20 AM,,CLOSED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,4/23/2020,10:40 AM,MAC-20-0346,Public Safety observed a suspicious person loitering near a Residence Hall.  Advised and Sent.,4/23/2020 10:40 AM and 4/23/2020 10:45 AM,,ADVISED AND SENT
TRESPASS : ISSUED,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,4/23/2020,10:40 AM,MAC-20-0346,Public Safety observed a suspicious person loitering near a Residence Hall.  Advised and Sent.,4/23/2020 10:40 AM and 4/23/2020 10:45 AM,,TRESPASSED
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,4/23/2020,03:25 PM,MAC-20-0347,"Public Safety observed a loud clunking and hissing noise with steam venting from an exterior grate near a residential hall.  
Referred issue to Engineering.",4/23/2020 03:25 PM and 4/23/2020 03:55 PM,,REFERRED TO OTHER DEPARTMENT
PROPERTY : FOUND,MACALESTER CAMPUS : ATHLETIC FACILITIES : HAYDEN TENNIS COURTS,4/27/2020,12:56 PM,MAC-20-0349,Macalester College Public Safety received found property.,4/27/2020 12:56 PM and 4/27/2020 12:58 PM,,ADVISED
ALARMS : MECHANICAL,HIGHWINDS PROPERTY,4/28/2020,02:00 AM,MAC-20-0350,Public Safety responded to an alarm in High Winds Property.,4/28/2020 02:00 AM and 4/28/2020 02:30 AM,,CLEARED NO SERVICE
UNWANTED PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GRAND CAMBRIDGE APARTMENTS,4/29/2020,05:45 AM,MAC-20-0352,Public Safety walks up to a sleeping person in the lobby area.,4/29/2020 05:45 AM and 4/29/2020 05:50 AM,,ADVISED AND SENT
WELFARE CHECK,OFF CAMPUS (NON-CLERY),4/29/2020,08:30 AM,MAC-20-0353,Public Safety received a request to check the welfare of an off-campus student.  Referred request to the Campus Response Team.,4/29/2020 08:30 AM and 4/29/2020 08:35 AM,,REFERRED TO OTHER DEPARTMENT
UNAUTHORIZED ACCESS : SPACE (Count 1),MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,4/29/2020,11:00 PM,MAC-20-0354,Public Safety observed unauthorized access.,4/29/2020 11:00 PM and 4/29/2020 11:15 PM,,ADVISED AND SENT
UNAUTHORIZED ACCESS : SPACE (Count 2),MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,4/29/2020,11:00 PM,MAC-20-0354,Public Safety observed unauthorized access.,4/29/2020 11:00 PM and 4/29/2020 11:15 PM,,ADVISED AND SENT
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : EXTERIOR SPACES : MARVIN PLAZA,4/30/2020,05:00 AM,MAC-20-0355,Public safety officer observed a suspicious activity.,4/30/2020 05:00 AM and 4/30/2020 05:30 AM,,
FRAUD,OFF CAMPUS (NON-CLERY),5/1/2020,09:59 AM,MAC-20-0356,Public Safety received a report of a fraudulent text/phone call to a student.,5/1/2020 09:59 AM and 5/1/2020 11:00 AM,,
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,5/1/2020,04:10 PM,MAC-20-0357,Public Safety performed a Welfare Check on a student at the request of Residential Life.  Student not located.,5/1/2020 04:10 PM and 5/1/2020 04:20 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,5/2/2020,02:50 PM,MAC-20-0358,Macalester College Public Safety Officers advised suspicious person.,5/2/2020 02:50 PM and 5/2/2020 03:30 PM,,CLOSED
UNWANTED PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GRAND CAMBRIDGE APARTMENTS,5/3/2020,04:20 AM,MAC-20-0359,Public Safety responded to a unwanted person in the resident hall.,5/3/2020 04:20 AM and 5/3/2020 04:30 AM,,ADVISED
