Incident Type,Location,Date Reported,Time Reported,Case #,Notes,Incident Occurred Between,Int. Ref. #,Disposition
THEFT : BICYCLE,MACALESTER CAMPUS,8/26/2022,04:27 AM,MAC-22-0857,Public Safety observed a attempted bicycle theft.,8/26/2022 04:27 AM and 8/26/2022 04:29 AM,,CLOSED.NO FURTHER ACTION
MOTOR VEHICLE CRASH,ROADWAY : SNELLING AVENUE,8/24/2022,06:10 AM,MAC-22-0850,Public Safety responded to a motor vehicle crash on a city street adjacent to campus.,8/24/2022 06:10 AM and 8/24/2022 06:20 AM,,CLOSED.NO SERVICE
DAMAGE TO PROPERTY : CRIMINAL,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,8/24/2022,05:55 AM,MAC-22-0848,Public Safety observed a theft and the damage of personal property while reviewing camera footage.,8/24/2022 02:27 AM and 8/24/2022 02:40 AM,,CLOSED.NO IDENTIFIABLE SUBJECTS
THEFT : BICYCLE : PARTS (Count 1),MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,8/24/2022,05:55 AM,MAC-22-0848,Public Safety observed a theft and the damage of personal property while reviewing camera footage.,8/24/2022 02:27 AM and 8/24/2022 02:40 AM,,CLOSED.NO IDENTIFIABLE SUBJECTS
THEFT : BICYCLE : PARTS (Count 2),MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,8/24/2022,05:55 AM,MAC-22-0848,Public Safety observed a theft and the damage of personal property while reviewing camera footage.,8/24/2022 02:27 AM and 8/24/2022 02:40 AM,,CLOSED.NO IDENTIFIABLE SUBJECTS
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,8/24/2022,05:55 AM,MAC-22-0848,Public Safety observed a theft and the damage of personal property while reviewing camera footage.,8/24/2022 02:27 AM and 8/24/2022 02:40 AM,,CLOSED.NO IDENTIFIABLE SUBJECTS
DAMAGE TO PROPERTY : CRIMINAL,MACALESTER CAMPUS : PARKING,8/19/2022,07:55 AM,MAC-22-0832,Public Safety observed criminal damage to a car share vehicle in a college owned parking lot.,8/19/2022 07:55 AM and 8/19/2022 08:15 AM,,CLOSED.NO IDENTIFIABLE SUBJECTS
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,8/17/2022,07:24 PM,MAC-22-0830,Public Safety responded to a damage to property report after a an online report was submitted. Work order completed.,8/17/2022 05:00 PM and 8/17/2022 08:15 PM,,
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,8/13/2022,01:58 AM,MAC-22-0824,Public Safety received report of a bike theft.,8/13/2022 01:58 AM and 8/13/2022 02:15 AM,,CLOSED.NO FURTHER ACTION
ASSIST : VEHICLE START,MACALESTER CAMPUS : PARKING : WEST 2,8/10/2022,11:00 AM,MAC-22-0816,Public Safety assisted with jumpstarting a vehicle.,8/10/2022 11:00 AM and 8/10/2022 11:15 AM,,CLOSED.NO FURTHER ACTION
MOTOR VEHICLE CRASH,ROADWAY : SNELLING AVENUE,8/9/2022,11:54 AM,MAC-22-0812,Public Safety notified of a property damage only motor vehicle crash,UNKNOWN and UNKNOWN,,
MOTOR VEHICLE CRASH,ROADWAY : SNELLING AVENUE,8/9/2022,10:45 AM,MAC-22-0811,Public Safety Officer involved in a motor vehicle accident.,8/9/2022 10:45 AM and 8/9/2022 10:45 AM,,CLOSED.SERVICE COMPLETE
ASSIST : VEHICLE START,HIGHWINDS PROPERTY : FACILITIES SERVICES HOUSES : 210 VERNON: UPPER,7/29/2022,03:30 PM,MAC-22-0796,Public Safety assisted in jump starting a vehicle.,7/29/2022 03:30 PM and 7/29/2022 03:45 PM,,CLOSED.SERVICE COMPLETE
THEFT : MOTOR VEHICLE PARTS,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,7/29/2022,04:27 AM,MAC-22-0794,Public Safety received a call of theft to motor vehicle parts.,7/29/2022 04:27 AM and 7/29/2022 04:32 AM,,CLOSED.NO FURTHER ACTION
DAMAGE TO PROPERTY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,7/19/2022,10:50 PM,MAC-22-0774,Public Safety observed a broke window.,7/19/2022 10:50 PM and 7/19/2022 10:54 PM,,"CLOSED.REFERRED TO OUTSIDE 
AGENCY"
THEFT : FROM BUILDING/STRUCTURE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : HIGHLANDER:THE SHOP AT MACALESTER,7/19/2022,12:45 PM,MAC-22-0770,Public Safety responded to a report of suspicious activity and shoplifting.  Subject gone on arrival.,7/19/2022 12:45 PM and 7/19/2022 12:55 PM,,CLOSED.NO IDENTIFIABLE SUBJECTS
DISBTURBANCE : GROUP,MACALESTER CAMPUS : PARKING : VISITOR 1,7/16/2022,09:35 PM,MAC-22-0754,Macalester Public Safety observed suspicious behavior from a group of individuals.,7/16/2022 09:35 PM and 7/16/2022 10:00 PM,,CLOSED.SERVICE COMPLETE
,1672 GRAND AV,7/11/2022,10:00 PM,22124724,"BURGLARY
1672 GRAND AV",7/11/2022 10:00 PM and UNKNOWN,150,
DAMAGE TO PROPERTY : CRIMINAL,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,7/4/2022,06:30 PM,MAC-22-0734,Public Safety Observed damage to a construction site on campus.,7/4/2022 06:30 PM and 7/4/2022 06:30 PM,,CLOSED
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : CARNEGIE HALL,6/30/2022,02:13 PM,MAC-22-0731,Public Safety was notified of vandalism in an academic building.,UNKNOWN and UNKNOWN,,CLOSED.SUBJECT ADVISED
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,HIGHWINDS PROPERTY : SCOTSDALE (40 SOUTH SNELLING),6/30/2022,08:00 AM,MAC-22-0730,"Public Safety observed graffiti on the exterior of a High Winds property.  Wrote Work Order and notified High Winds for its 
removal.",6/30/2022 08:00 AM and 6/30/2022 08:00 AM,,CLOSED.REFERRED TO DEPARTMENT
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : LAMPERT BUILDING,6/30/2022,07:55 AM,MAC-22-0729,Public Safety observed graffiti on an Administrative building.  Submitted Work Order for its removal.,6/30/2022 07:55 AM and 6/30/2022 07:55 AM,,CLOSED.REFERRED TO DEPARTMENT
SEX OFFENSE: RAPE,HOUSING AND RESIDENCE HALL,6/30/2022,12:00 AM,TITLEIX-20220630,Title IX reported rape to Public Safety,6/30/2022 12:00 AM and 6/30/2022 12:00 AM,157,
THEFT,OFF CAMPUS (NON-CLERY),6/27/2022,03:15 PM,MAC-22-0726,Public Safety was notified of the theft of Macalester Keys off campus.,5/25/2022 04:45 AM and 5/25/2022 04:55 AM,,
THEFT,OFF CAMPUS (NON-CLERY),6/27/2022,03:14 PM,MAC-22-0725,Public Safety was notified of stolen Macalester Property Off Campus,6/16/2022 12:00 PM and 6/18/2022 12:00 PM,,
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,HIGHWINDS PROPERTY,6/27/2022,06:34 AM,MAC-22-0732,Public Safety observed new graffiti tags over the past week on a High Winds commercial property.,6/27/2022 06:34 AM and 6/27/2022 06:34 AM,,CLOSED.REFERRED TO DEPARTMENT
GRAFFITI (NON-CRIMINAL),MACALESTER CAMPUS : EXTERIOR SPACES : BATEMAN PLAZA,6/25/2022,10:50 AM,MAC-22-0721,Public Safety found graffiti painted on sidewalk of Macalester College.,6/25/2022 10:50 AM and 6/25/2022 10:51 AM,,CLOSED.SERVICE COMPLETE
MISSING PERSON : PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : CARNEGIE HALL,6/21/2022,11:15 AM,MAC-22-0713,Public Safety responded to a report of a missing child.,6/21/2022 11:15 AM and 6/21/2022 11:45 AM,,CLOSED.NO FURTHER ACTION
TRESPASS,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,6/21/2022,12:57 AM,MAC-22-0712,Public Safety responded to unwanted person. Subject advised and sent.,6/21/2022 12:57 AM and 6/21/2022 01:13 AM,,CLOSED.SUBJECT ADVISED
TRESPASS,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,6/16/2022,12:23 AM,MAC-22-0704,Public Safety observed an unauthorized access.,6/16/2022 12:23 AM and 6/16/2022 12:47 AM,,CLOSED.SUBJECT TRESPASSED
DAMAGE TO PROPERTY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,6/15/2022,10:45 PM,MAC-22-0703,Public Safety observed property damage from falling tree.,6/15/2022 10:45 PM and 6/15/2022 11:00 PM,,"CLOSED.REFERRED TO OUTSIDE 
AGENCY"
THEFT : BICYCLE : PARTS,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,6/12/2022,07:57 PM,MAC-22-0696,Public Safety observed a theft on bicycle part.,6/12/2022 07:57 PM and 6/12/2022 08:04 PM,,CLOSED.NO FURTHER ACTION
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,6/12/2022,02:27 PM,MAC-22-0695,Macalester Public Safety was made aware of an attempted bike theft,6/12/2022 03:35 AM and 6/12/2022 03:39 AM,,CLOSED.SERVICE COMPLETE
DISBTURBANCE : VERBAL,MACALESTER CAMPUS : EXTERIOR SPACES : MARVIN PLAZA,6/8/2022,08:50 PM,MAC-22-0684,An unidentified male approached 2 students on campus and made threats towards them.  Subject left campus by bicycle.,6/8/2022 08:50 PM and 6/8/2022 08:50 PM,,OPEN
INIMIDATION,MACALESTER CAMPUS : EXTERIOR SPACES : MARVIN PLAZA,6/8/2022,08:50 PM,MAC-22-0684,An unidentified male approached 2 students on campus and made threats towards them.  Subject left campus by bicycle.,6/8/2022 08:50 PM and 6/8/2022 08:50 PM,,OPEN
MOTOR VEHICLE CRASH,MACALESTER CAMPUS : PARKING : WEST 3,6/4/2022,04:28 PM,MAC-22-0677,Motor vehicle crash-Golf Cart and Car,UNKNOWN and UNKNOWN,,
LOITERING,MACALESTER CAMPUS : PARKING : SOUTH PARKING,6/2/2022,04:23 AM,MAC-22-0673,Public Safety observed a individual dumpster diving on campus.,6/2/2022 04:23 AM and 6/2/2022 04:41 AM,,CLOSED.SUBJECT ADVISED
TRESPASS : CRIMINAL ARREST,MACALESTER CAMPUS : EXTERIOR SPACES : BATEMAN PLAZA,5/26/2022,06:11 PM,MAC-22-0665,Macalester College Public Safety Officer observed subject with active trespass on Campus. Subject arrested.,5/26/2022 06:11 PM and 5/26/2022 06:50 PM,,CLOSED.SUBJECT ARRESTED
,RUTH STRICKER DAYTON CAMPUS CENTER,5/26/2022,06:00 PM,22091519,"NARCOTICS DRUGS    
1600 GRAND AV",5/26/2022 06:00 PM and UNKNOWN,143,
MOTOR VEHICLE THEFT,GRAND AV  & SNELLING,5/23/2022,03:00 PM,22089448,"AUTO THEFT
GRAND AV  & SNELLING",5/23/2022 03:00 PM and UNKNOWN,144,
MOTOR VEHICLE THEFT,1662 GRAND AV,5/21/2022,09:00 AM,22087888,"AUTO THEFT
1662 GRAND AV",5/21/2022 09:00 AM and UNKNOWN,149,
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : PARKING : SOUTH PARKING,5/17/2022,08:00 AM,MAC-22-0647,Public Safety received a report of personal vehicle vandalized in a college parking lot.,5/14/2022 10:45 AM and 5/15/2022 07:00 AM,,CLOSED.NO SUSPECT OR WITNESS
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,5/12/2022,07:00 AM,MAC-22-0634,Public Safety observed graffiti that contained offensive images and phrases,5/12/2022 07:00 AM and 5/12/2022 07:00 AM,,CLOSED.REFERRED TO DEPARTMENT
OFFENSIVE ACTION : WRITING/DRAWING,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,5/12/2022,07:00 AM,MAC-22-0634,Public Safety observed graffiti that contained offensive images and phrases,5/12/2022 07:00 AM and 5/12/2022 07:00 AM,,CLOSED.REFERRED TO DEPARTMENT
THEFT : MOTOR VEHICLE PARTS,OFF CAMPUS (NON-CLERY) : PUBLIC PROPERTY,5/11/2022,02:50 PM,MAC-22-0628,Public Safety was notified a catalytic converter theft occurring off campus.,5/11/2022 09:06 PM and 5/11/2022 09:06 PM,,
DAMAGE TO PROPERTY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : HUMANITIES,5/11/2022,12:01 AM,MAC-22-0626,Public Safety observed multiple people on a unauthorized access in academic building.,5/11/2022 12:01 AM and 5/11/2022 12:18 AM,,CLOSED
THEFT : MOTOR VEHICLE THEFT,ROADWAY : SUMMIT AVENUE,5/10/2022,10:00 AM,MAC-22-0624,Public Safety received a report of motor vehicle theft from a city street.,5/10/2022 10:00 AM and 5/10/2022 10:00 AM,,CLOSED.REFERRED TO LE
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,5/10/2022,08:25 AM,MAC-22-0623,Public Safety took a report of Damage to Property-Graffiti that was observed on the exterior wall of a residence hall.,5/10/2022 08:25 AM and 5/10/2022 08:25 AM,,CLOSED.REFERRED TO DEPARTMENT
THEFT : MOTOR VEHICLE PARTS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GRAND CAMBRIDGE APARTMENTS,5/9/2022,03:26 PM,MAC-22-0621,Macalester College Public Safety Officer received report of catalytic converter stolen from student's vehicle.,5/5/2022 03:26 PM and 5/8/2022 03:26 PM,,CLOSED.SERVICE COMPLETE
MOTOR VEHICLE CRASH,ROADWAY : SNELLING AVENUE,5/7/2022,12:05 AM,MAC-22-0609,Public Safety observed police squads on public roadways near campus. Motor vehicle crash discovered to have occurred.,5/7/2022 12:05 AM and 5/7/2022 12:45 AM,,CLOSED.NO SERVICE
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,5/6/2022,05:00 PM,MAC-22-0606,Public Safety received a report of a bicycle theft.,5/5/2022 06:52 PM and 5/6/2022 07:10 AM,,CLOSED.REFERRED TO LE
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : 30 MAC,5/6/2022,03:15 PM,MAC-22-0604,Public Safety received a bicycle theft report.,4/24/2022 01:00 PM and 5/6/2022 01:15 PM,,CLOSED.REFERRED TO LE
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,5/5/2022,11:15 AM,MAC-22-0595,Public Safety observed a bike theft while reviewing security camera footage.,5/5/2022 04:13 AM and 5/5/2022 04:15 AM,,CLOSED.NO IDENTIFIABLE SUBJECTS
HARASSMENT,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,5/4/2022,09:03 AM,MAC-22-0590,Staff member reports being harassed by a family member,5/3/2022 12:00 PM and 5/4/2022 09:30 AM,,
THEFT : FROM BUILDING/STRUCTURE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,5/3/2022,09:17 PM,MAC-22-0586,Macalester College Public Safety received report of missing property from custodial department.,5/3/2022 09:18 PM and 5/3/2022 09:18 PM,,CLOSED.NO FURTHER ACTION
THEFT : FROM MOTOR VEHICLE,ROADWAY : MACALESTER STREET,5/3/2022,07:40 PM,MAC-22-0585,Macalester College Public safety took a report of a catalytic converter theft.,4/25/2022 12:00 AM and 5/3/2022 12:00 AM,,CLOSED.PUBLIC SPACE
FIRE : SMOKE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,5/1/2022,11:30 PM,MAC-22-0575,Public Safety responded to a smoke alarm in the resident hall.,5/1/2022 11:30 PM and 5/1/2022 11:50 PM,,CLOSED.SERVICE COMPLETE
DATING VIOLENCE,OFF CAMPUS (NON-CLERY),5/1/2022,03:00 PM,MAC-22-0573,Macalester College Public Safety Officer received report of student victim to dating violence.,5/1/2022 03:00 PM and 5/1/2022 04:00 PM,,CLOSED.REFERRED TO DEPARTMENT
HARASSMENT,OFF CAMPUS (NON-CLERY),5/1/2022,03:00 PM,MAC-22-0573,Macalester College Public Safety Officer received report of student victim to dating violence.,5/1/2022 03:00 PM and 5/1/2022 04:00 PM,,CLOSED.REFERRED TO DEPARTMENT
STALKING,OFF CAMPUS (NON-CLERY),5/1/2022,03:00 PM,MAC-22-0573,Macalester College Public Safety Officer received report of student victim to dating violence.,5/1/2022 03:00 PM and 5/1/2022 04:00 PM,,CLOSED.REFERRED TO DEPARTMENT
THEFT,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : JANET WALLACE FINE ARTS CENTER,4/30/2022,04:00 PM,MAC-22-0566,Public Safety received an online report about a stolen clothing item.,4/30/2022 12:50 PM and 4/30/2022 04:00 PM,,CLOSED.SERVICE COMPLETE
THEFT : FROM BUILDING/STRUCTURE,ROADWAY : GRAND AVENUE,4/30/2022,12:30 PM,MAC-22-0568,Macalester College Public Safety observed student walking on Campus with for sale sign.,5/1/2022 01:00 AM and 5/1/2022 01:00 AM,,OPEN
DAMAGE TO PROPERTY : CRIMINAL,ROADWAY : GRAND AVENUE,4/30/2022,12:30 PM,MAC-22-0568,Macalester College Public Safety observed student walking on Campus with for sale sign.,5/1/2022 01:00 AM and 5/1/2022 01:00 AM,,OPEN
THEFT : FROM MOTOR VEHICLE,HIGHWINDS PROPERTY,4/29/2022,07:45 AM,MAC-22-0549,Public Safety responded to a Theft from Motor Vehicle report.,4/28/2022 07:00 PM and 4/29/2022 07:30 AM,,CLOSED.REFERRED TO LE
EXTORTION,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,4/23/2022,06:00 PM,MAC-22-0519,Public Safety received a report of extortion.,4/23/2022 02:00 PM and 4/23/2022 06:45 PM,,
MOTOR VEHICLE THEFT,1672 GRAND AV,4/22/2022,04:00 PM,22068473,"AUTO THEFT
1672 GRAND AV",4/22/2022 04:00 PM and UNKNOWN,151,
MOTOR VEHICLE CRASH,ROADWAY : MACALESTER STREET,4/22/2022,01:15 PM,MAC-22-0513,Public Safety responded to a motor vehicle collision on a city street.,4/22/2022 01:15 PM and 4/22/2022 01:20 PM,,CLOSED.SERVICE COMPLETE
THEFT : INCLUDING ATTEMPTS,ROADWAY : LINCOLN AVENUE,4/21/2022,03:00 PM,MAC-22-0506,Public Safety was notified of a catalytic converter theft from a parking lot.,4/20/2022 12:10 PM and 4/20/2022 12:15 PM,,CLOSED.REFERRED TO LE
DAMAGE TO PROPERTY : CRIMINAL,ROADWAY : LINCOLN AVENUE,4/21/2022,03:00 PM,MAC-22-0506,Public Safety was notified of a catalytic converter theft from a parking lot.,4/20/2022 12:10 PM and 4/20/2022 12:15 PM,,CLOSED.REFERRED TO LE
THEFT : FROM MOTOR VEHICLE,HIGHWINDS PROPERTY : FACILITIES SERVICES HOUSES,4/19/2022,04:18 PM,MAC-22-0498,Macalester College received a theft from auto report from a faculty member at 210 Vernon.,4/19/2022 04:18 PM and 4/19/2022 04:18 PM,,CLOSED.SERVICE COMPLETE
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS,4/18/2022,12:00 AM,MAC-22-0505,Kitchen dirty and damaged,4/18/2022 12:00 AM and 4/18/2022 12:00 AM,,
Stalking,HOUSING AND RESIDENCE HALL,4/18/2022,12:00 AM,TITLEIX-20220418,Title IX reported stalking to Public Safety,4/18/2022 12:00 AM and 4/18/2022 12:00 AM,155,
DAMAGE TO PROPERTY : CRIMINAL,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,4/17/2022,10:50 AM,MAC-22-0486,Public Safety found damage to a wall in a Residential Hall,4/17/2022 10:50 AM and 4/17/2022 11:00 AM,,CLOSED
MOTOR VEHICLE THEFT,16 CAMBRIDGE ST,4/16/2022,10:00 PM,22064708,"AUTO THEFT
16 CAMBRIDGE ST",4/16/2022 10:00 PM and UNKNOWN,145,
ASSAULT : AGGRAVATED ASSAULT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,4/16/2022,02:05 AM,MAC-22-0479,"Public Safety responded to a medical incident. Aggravated assault resulted from a narcotic unknowingly being introduced to a 
beverage.",4/16/2022 02:05 AM and 4/16/2022 02:45 AM,,CLOSED.REFERRED TO DEPARTMENT
ASSIST : VEHICLE START,MACALESTER CAMPUS : PARKING : VISITOR 1,4/14/2022,10:45 PM,MAC-22-0475,Macalester College Public Safety requested for vehicle jump start. Student escorted from campus to off campus residence.,4/14/2022 10:53 PM and 4/14/2022 10:53 PM,,CLOSED.SERVICE COMPLETE
DAMAGE TO PROPERTY : CRIMINAL,MACALESTER CAMPUS : PARKING : IMMANUEL LUTHERAN CHURCH,4/13/2022,12:22 PM,MAC-22-0464,Public Safety was notified of a theft from auto,4/13/2022 12:00 PM and 4/13/2022 12:22 PM,,CLOSED.REFERRED TO LE
THEFT : FROM MOTOR VEHICLE,MACALESTER CAMPUS : PARKING : IMMANUEL LUTHERAN CHURCH,4/13/2022,12:22 PM,MAC-22-0464,Public Safety was notified of a theft from auto,4/13/2022 12:00 PM and 4/13/2022 12:22 PM,,CLOSED.REFERRED TO LE
HARASSMENT,OFF CAMPUS (NON-CLERY),4/11/2022,09:55 AM,MAC-22-0453,Student received harassing messages on their Instagram account.,UNKNOWN and UNKNOWN,,
THEFT : FROM BUILDING/STRUCTURE,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,4/8/2022,06:40 PM,MAC-22-0441,Macalester College Public Safety investigated a report of a theft at the Leonard Center.,4/8/2022 03:37 PM and 4/8/2022 06:35 PM,,CLOSED.NO SUSPECT OR WITNESS
THEFT : MOTOR VEHICLE PARTS,MACALESTER CAMPUS : PARKING : IMMANUEL LUTHERAN CHURCH,4/8/2022,03:00 PM,MAC-22-0442,Public Safety received an online report regarding a motor vehicle part theft.,4/7/2022 08:00 AM and 4/7/2022 04:30 PM,,CLOSED.SERVICE COMPLETE
,HOUSING AND RESIDENCE HALL,4/6/2022,12:00 AM,TITLEIX-20220406,Title IX reported stalking to Public Safety,4/6/2022 12:00 AM and 4/6/2022 12:00 AM,156,
THEFT : MOTOR VEHICLE PARTS,MACALESTER CAMPUS : PARKING : LEONARD CENTER,3/31/2022,07:05 PM,MAC-22-0398,Public Safety received a report of a stolen motor vehicle part.,3/31/2022 08:45 AM and 3/31/2022 07:00 PM,,CLOSED.REFERRED TO LE
LOITERING,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,3/29/2022,01:34 AM,MAC-22-0389,Public Safety observed an suspicious activity.,3/29/2022 01:34 AM and 3/29/2022 01:34 AM,,CLOSED.SUBJECT ADVISED
EXTORTION,MACALESTER CAMPUS,3/27/2022,08:00 PM,MAC-22-0382,Macalester College Public Safety received report of Macalester student victim of extortion attempt.,3/27/2022 08:00 PM and 3/27/2022 08:30 PM,,"CLOSED.REFERRED TO TITLE IX 
OFFICE"
THEFT : FROM BUILDING/STRUCTURE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,3/26/2022,09:35 PM,MAC-22-0380,Macalester College Public Safety took a report of a package theft that occurred at the Campus Center.,3/25/2022 07:35 PM and 3/26/2022 09:30 PM,,CLOSED.NO SUSPECT OR WITNESS
THEFT : MOTOR VEHICLE PARTS,MACALESTER CAMPUS : PARKING : LEONARD CENTER,3/24/2022,08:40 PM,MAC-22-0370,Public Safety received an online report about a theft in a campus parking lot.,3/24/2022 07:29 PM and 3/24/2022 07:35 PM,,CLOSED.REFERRED TO LE
GRAFFITI (NON-CRIMINAL),MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,3/23/2022,01:29 AM,MAC-22-0358,Public Safety observed graffiti on residence sign.,3/23/2022 01:29 AM and 3/23/2022 01:33 AM,,CLOSED.REFERRED TO DEPARTMENT
THEFT,MACALESTER CAMPUS : EXTERIOR SPACES : BATEMAN PLAZA,3/23/2022,01:19 AM,MAC-22-0357,Public Safety observed multiple missing bricks in the Bateman Plaza court yard.,3/23/2022 01:19 AM and 3/23/2022 01:25 AM,,CLOSED
DAMAGE TO PROPERTY,MACALESTER CAMPUS : EXTERIOR SPACES : BATEMAN PLAZA,3/23/2022,01:19 AM,MAC-22-0357,Public Safety observed multiple missing bricks in the Bateman Plaza court yard.,3/23/2022 01:19 AM and 3/23/2022 01:25 AM,,CLOSED.REFERRED TO DEPARTMENT
ROBBERY : AGGRAVATED,ROADWAY : GRAND AVENUE,3/21/2022,08:45 PM,MAC-22-0352,Macalester College Public Safety took a crime report from St Paul Public Schools.,3/21/2022 08:45 PM and 3/21/2022 09:05 PM,,CLOSED.PUBLIC SPACE
THEFT : MOTOR VEHICLE THEFT,MACALESTER CAMPUS : PARKING : WEST 2,3/17/2022,02:30 AM,MAC-22-0336,Public Safety received a report of a motor vehicle theft on campus.,3/17/2022 02:30 AM and 3/17/2022 02:48 AM,,"CLOSED.REFERRED TO OUTSIDE 
AGENCY"
SEX OFFENSE: RAPE,HOUSING AND RESIDENCE HALL,3/14/2022,12:00 AM,TITLEIX-20220314,Title IX reported Rape to Public Safety,3/14/2022 12:00 AM and 3/14/2022 12:00 AM,153,
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,3/10/2022,07:29 PM,MAC-22-0313,Public Safety received an online report of a missing bike.,3/10/2022 02:30 PM and 3/10/2022 05:30 PM,,OPEN CASE
ROBBERY : AGGRAVATED,OFF CAMPUS (NON-CLERY),3/9/2022,10:15 AM,MAC-22-0302,Public Safety received a report of a motor vehicle theft that had occurred adjacent to campus.,3/8/2022 06:15 PM and 3/8/2022 06:20 PM,,CLOSED.REFERRED TO LE
THEFT : MOTOR VEHICLE THEFT,OFF CAMPUS (NON-CLERY),3/9/2022,10:15 AM,MAC-22-0302,Public Safety received a report of a motor vehicle theft that had occurred adjacent to campus.,3/8/2022 06:15 PM and 3/8/2022 06:20 PM,,CLOSED.REFERRED TO LE
STALKING,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,3/5/2022,05:05 AM,MAC-22-0283,Public Safety responded to a medical emergency and violation of OFP call in front of Admissions building.,3/5/2022 05:05 AM and 3/5/2022 06:19 AM,,UNDER INVESTIGATION
ORDER FOR PROTECTION : VIOLATION OF,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,3/5/2022,05:05 AM,MAC-22-0283,Public Safety responded to a medical emergency and violation of OFP call in front of Admissions building.,3/5/2022 05:05 AM and 3/5/2022 06:19 AM,,UNDER INVESTIGATION
MOTOR VEHICLE CRASH,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,3/4/2022,04:14 PM,MAC-22-0279,Macalester Van involved in MVC,3/4/2022 11:41 AM and 3/4/2022 11:41 AM,,CLOSED
ORDER FOR PROTECTION : VIOLATION OF,MACALESTER CAMPUS,3/4/2022,09:13 AM,MAC-22-0270,Subject violated terms of OFP and contacted Macalester College,UNKNOWN and UNKNOWN,,
