Incident Type,Location,Date Reported,Time Reported,Case #,Notes,Incident Occurred Between,Int. Ref. #,Disposition
BURGLARY,HIGHWINDS PROPERTY : HIGH WINDS HOUSES : 1661 LINCOLN,7/2/2021,12:35 PM,MAC-21-0513,Public Safety took a burglary report from the resident of a High Winds property.  Victim reported incident to Saint Paul Police.,7/1/2021 09:00 PM and 7/2/2021 09:00 AM,,CLOSED.REFERRED TO LE
THEFT : FROM MOTOR VEHICLE,MACALESTER CAMPUS : PARKING : SOUTH PARKING,7/2/2021,12:22 PM,MAC-21-0514,Public Safety received an anonymous report of theft from auto in a college parking lot.,7/2/2021 07:39 AM and 7/2/2021 07:56 AM,,CLOSED.DECLINED SERVICE
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,6/27/2021,07:38 PM,MAC-21-0506,Macalester College Public Safety responded to a theft in progress at the Dupre Hall bike racks.,6/27/2021 07:38 PM and 6/27/2021 07:41 PM,,CLOSED.SERVICE COMPLETE
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,6/25/2021,05:46 AM,MAC-21-0501,Successful bicycle theft,6/25/2021 05:46 AM and 6/25/2021 05:54 AM,,CLOSED.SERVICE COMPLETE
THEFT : BICYCLE (Count 1),MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,6/23/2021,02:14 AM,MAC-21-0496,Public Safety observed an suspicious individual.,6/23/2021 02:14 AM and 6/23/2021 02:34 AM,,CLOSED.NO FURTHER ACTION
THEFT : BICYCLE (Count 2),MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,6/23/2021,02:14 AM,MAC-21-0496,Public Safety observed an suspicious individual.,6/23/2021 02:14 AM and 6/23/2021 02:34 AM,,CLOSED.NO FURTHER ACTION
THEFT : BICYCLE (Count 3),MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,6/23/2021,02:14 AM,MAC-21-0496,Public Safety observed an suspicious individual.,6/23/2021 02:14 AM and 6/23/2021 02:34 AM,,CLOSED.NO FURTHER ACTION
MOTOR VEHICLE CRASH,MACALESTER CAMPUS : PARKING : WEST 2,6/17/2021,05:30 AM,MAC-21-0485,Macalester Public Safety responded to a motor vehicle crash on campus.,6/17/2021 05:30 AM and 6/17/2021 05:50 AM,,CLOSED.NO SERVICE
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,HIGHWINDS PROPERTY : SCOTSDALE (40 SOUTH SNELLING),6/15/2021,01:40 PM,MAC-21-0483,Public Safety observed graffiti on an exterior door of a High Winds property.,6/15/2021 01:40 PM and 6/15/2021 01:40 PM,,CLOSED.REFERRED TO DEPARTMENT
ASSIST : VEHICLE LOCKOUT,MACALESTER CAMPUS : PARKING : WEST 2,6/15/2021,05:30 AM,MAC-21-0481,Macalester Public Safety responded to a vehicle lockout.,6/15/2021 06:30 AM and 6/15/2021 06:50 AM,,CLOSED.SERVICE COMPLETE
DAMAGE TO PROPERTY,MACALESTER CAMPUS : EXTERIOR SPACES,6/14/2021,12:05 PM,MAC-21-0478,Public Safety observed a vandalized card reader at a residential hall.,6/14/2021 12:05 PM and 6/14/2021 12:05 PM,,CLOSED.REFERRED TO DEPARTMENT
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : EXTERIOR SPACES,6/14/2021,11:00 AM,MAC-21-0479,Public Safety observed new graffiti on an electrical box on the campus grounds.,6/14/2021 11:00 AM and 6/14/2021 11:00 AM,,CLOSED.REFERRED TO DEPARTMENT
THEFT,HIGHWINDS PROPERTY : SCOTSDALE (40 SOUTH SNELLING) : THE SQUIRE BARBERSHOP-1575 GRAND,6/13/2021,06:30 PM,MAC-21-0477,Macalester College Public Safety responded to a theft at a High Winds property. Property found.,6/13/2021 06:30 PM and 6/13/2021 07:30 PM,,CLOSED.NO FURTHER ACTION
GRAFFITI (NON-CRIMINAL),MACALESTER CAMPUS : EXTERIOR SPACES,6/12/2021,07:30 AM,MAC-21-0476,Public Safety observed graffiti on a college marquee.  Referred to Grounds Department for removal.,6/12/2021 07:30 AM and 6/12/2021 07:30 AM,,CLOSED.REFERRED TO DEPARTMENT
FRAUD : FINANCIAL TRANSACTION CARD,MACALESTER CAMPUS : PARKING : SOUTH PARKING,6/1/2021,09:00 AM,MAC-21-0455,Public Safety responded to a theft from vehicle at a campus parking lot.,6/1/2021 09:00 AM and 6/1/2021 11:00 AM,,CLOSED.REFERRED TO LE
THEFT : FROM MOTOR VEHICLE,MACALESTER CAMPUS : PARKING : SOUTH PARKING,6/1/2021,09:00 AM,MAC-21-0455,Public Safety responded to a theft from vehicle at a campus parking lot.,6/1/2021 09:00 AM and 6/1/2021 11:00 AM,,CLOSED.REFERRED TO LE
FIRE,HIGHWINDS PROPERTY,5/14/2021,07:10 AM,MAC-21-0418,Public Safety observed a Saint Paul Fire Department response to a High Winds property.,5/14/2021 07:10 AM and 5/14/2021 07:35 AM,,"CLOSED.REFERRED TO OUTSIDE 
AGENCY"
THEFT : INCLUDING ATTEMPTS,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,5/12/2021,12:07 AM,MAC-21-0413,Public Safety observed an theft bicycle attempt.,5/12/2021 12:07 AM and 5/12/2021 12:10 AM,,CLOSED.NO FURTHER ACTION
HARASSMENT,OFF CAMPUS (NON-CLERY),5/11/2021,01:00 PM,MAC-21-0412,Public Safety received a call from an off-campus student reporting that they were being harassed by their roommate.,5/11/2021 01:00 PM and 5/11/2021 01:45 PM,,CLOSED.REFERRED TO DEPARTMENT
MOTOR VEHICLE CRASH,ROADWAY : SUMMIT AVENUE,5/5/2021,05:20 PM,MAC-21-0392,Public Safety responded to a motor vehicle crash that occurred near campus. No injuries reported. St. Paul Police involved.,5/5/2021 05:20 PM and 5/5/2021 05:45 PM,,CLOSED.SERVICE COMPLETE
THEFT : MOTOR VEHICLE PARTS,ROADWAY : MACALESTER STREET,5/5/2021,08:22 AM,MAC-21-0390,Theft of Catalytic Converter,5/2/2021 02:00 AM and 5/2/2021 05:45 AM,,CLOSED.NO SERVICE
THEFT : FROM MOTOR VEHICLE,OFF CAMPUS (NON-CLERY),5/1/2021,04:40 PM,MAC-21-0375,Public Safety was notified of a theft from motor vehicle occurring off of campus.,5/1/2021 04:40 PM and 5/1/2021 04:55 PM,,CLOSED.SERVICE COMPLETE
THEFT : BICYCLE : PARTS,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,4/22/2021,05:25 AM,MAC-21-0360,Public Safety responded to suspicious activity.,4/22/2021 05:25 AM and 4/22/2021 05:30 AM,,CLOSED.NO IDENTIFIABLE SUBJECTS
DISBTURBANCE : VERBAL,ROADWAY : MACALESTER STREET,4/21/2021,07:54 PM,MAC-21-0359,Macalester College Public Safety responded to student request for assistance.,4/21/2021 07:54 PM and 4/21/2021 10:52 PM,,CLOSED.SUBJECT ADVISED
DAMAGE TO PROPERTY : CRIMINAL,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS,4/20/2021,02:00 PM,MAC-21-0353,Public Safety responded to a report of an unknown subject inside a secure bike cage.  Identified and Trespassed 1 subject.,4/20/2021 02:00 PM and 4/20/2021 02:15 PM,,CLOSED.SUBJECT TRESPASSED
BIAS/HATE : INCIDENT,MACALESTER CAMPUS,4/16/2021,07:42 PM,MAC-21-0339,Inappropriate conduct during Zoom Meeting,4/16/2021 07:42 PM and 4/16/2021 07:42 PM,,CLOSED.NO FURTHER ACTION
HARASSMENT : SEXUAL,MACALESTER CAMPUS,4/16/2021,07:42 PM,MAC-21-0339,Inappropriate conduct during Zoom Meeting,4/16/2021 07:42 PM and 4/16/2021 07:42 PM,,CLOSED.NO FURTHER ACTION
INAPPROPRIATE COMMUNICATIONS,MACALESTER CAMPUS,4/16/2021,07:42 PM,MAC-21-0339,Inappropriate conduct during Zoom Meeting,4/16/2021 07:42 PM and 4/16/2021 07:42 PM,,CLOSED.NO FURTHER ACTION
GRAFFITI (NON-CRIMINAL),MACALESTER CAMPUS,4/15/2021,08:30 AM,MAC-21-0333,Public Safety Discovered Graffiti on wrought iron fencing on North end of Stadium.,4/15/2021 08:30 AM and 4/15/2021 08:30 AM,,CLOSED.REFERRED TO DEPARTMENT
BURGLARY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,4/14/2021,11:06 PM,MAC-21-0330,Public Safety received via mobile call regarding a theft from residence hall room.,4/14/2021 11:06 PM and 4/14/2021 11:18 PM,,CLOSED.REFERRED TO DEPARTMENT
THEFT,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLD MAIN,4/12/2021,06:55 PM,MAC-21-0320,Gift cards taken from office,4/8/2021 05:30 PM and 4/9/2021 09:00 AM,,
GRAFFITI (NON-CRIMINAL),MACALESTER CAMPUS : EXTERIOR SPACES : MARVIN PLAZA,4/4/2021,09:32 PM,MAC-21-0292,Macalester College Public Safety discovered graffiti on the cobblestone of Marvin Plaza.,4/4/2021 09:32 PM and 4/4/2021 09:32 PM,,CLOSED.REFERRED TO DEPARTMENT
ROBBERY : AGGRAVATED,MACALESTER CAMPUS : PARKING,4/4/2021,08:30 AM,MAC-21-0289,Public Safety received a report of an Armed Robbery in parking lot at 1655 Grand,4/3/2021 09:15 PM and 4/3/2021 10:00 PM,,"CLOSED.REFERRED TO OUTSIDE 
AGENCY"
MOTOR VEHICLE CRASH,MACALESTER CAMPUS : EXTERIOR SPACES,4/3/2021,08:00 PM,MAC-21-0288,Public Safety responded to a motor vehicle crash involving a staff member operating a college owned electric cart.,4/3/2021 08:00 PM and 4/3/2021 08:30 PM,,CLOSED.SERVICE COMPLETE
THEFT : MOTOR VEHICLE PARTS,MACALESTER CAMPUS : PARKING,4/2/2021,06:40 AM,MAC-21-0279,Public Safety responded to a suspicious activity.,4/2/2021 06:40 AM and 4/2/2021 06:45 AM,,CLOSED.SERVICE COMPLETE
DAMAGE TO PROPERTY,MACALESTER CAMPUS : PARKING : SOUTH PARKING,3/30/2021,11:00 AM,MAC-21-0264,Public Safety observed a damaged fence.,3/30/2021 11:00 AM and 3/30/2021 11:00 AM,,CLOSED.REFERRED TO DEPARTMENT
THEFT : FROM PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : NORTH LAWN,3/22/2021,08:15 PM,MAC-21-0241,Macalester College Public Safety received report of a student's backpack stolen.,3/22/2021 08:15 PM and 3/22/2021 10:08 PM,,CLOSED.NO IDENTIFIABLE SUBJECTS
DAMAGE TO PROPERTY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : BRIGGS HOUSE,3/15/2021,03:06 AM,MAC-21-0227,Public Safety observed damage to property.,3/15/2021 03:03 AM and 3/15/2021 03:10 AM,,CLOSED.REFERRED TO DEPARTMENT
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : EXTERIOR SPACES,3/12/2021,09:30 AM,MAC-21-0216,Public Safety observed graffiti on campus signage.  Wrote a Work Order for it's removal.,3/12/2021 09:30 AM and 3/12/2021 09:30 AM,,CLOSED.REFERRED TO DEPARTMENT
DAMAGE TO PROPERTY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,3/6/2021,06:00 PM,MAC-21-0192,Public Safety observed damaged college property. Work order placed.,3/6/2021 06:00 PM and 3/6/2021 06:05 PM,,CLOSED.NO SERVICE
THEFT : MOTOR VEHICLE PARTS,ROADWAY : MACALESTER STREET,3/5/2021,07:55 PM,MAC-21-0190,Public Safety was notified of a theft of motor vehicle parts. Referred to law enforcement.,3/3/2021 03:00 PM and 3/5/2021 08:00 PM,,CLOSED.PUBLIC SPACE
DAMAGE TO PROPERTY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,3/5/2021,08:30 AM,MAC-21-0185,Public Safety was made aware of damage to property in an academic building.,3/5/2021 08:30 AM and 3/5/2021 08:30 AM,,CLOSED.REFERRED TO DEPARTMENT
THEFT : MOTOR VEHICLE PARTS,ROADWAY : LINCOLN AVENUE,2/27/2021,01:30 PM,MAC-21-0165,"Public Safety received a report of a theft of automobile parts from a vehicle parked on a city street.  Referred to Law 
Enforcement.",2/24/2021 05:00 PM and 2/27/2021 10:30 AM,,CLOSED.PUBLIC SPACE
THEFT : FROM BUILDING/STRUCTURE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLD MAIN,2/22/2021,02:43 PM,MAC-21-0160,Missing property,UNKNOWN and UNKNOWN,,CLOSED.NO FURTHER ACTION
THEFT : FROM MOTOR VEHICLE,MACALESTER CAMPUS : PARKING : WEST 2,2/16/2021,08:00 AM,MAC-21-0121,Public Safety received a report of theft from auto that had occurred the previous day.,2/15/2021 08:31 AM and 2/15/2021 08:33 AM,,CLOSED.NO SERVICE
BURGLARY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,2/15/2021,09:15 AM,MAC-21-0117,Report of a Theft from campus dorm room,2/15/2021 08:55 AM and 2/15/2021 09:15 AM,,CLOSED.REFERRED TO SPPD
FRAUD : FINANCIAL TRANSACTION CARD,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,2/15/2021,09:15 AM,MAC-21-0117,Report of a Theft from campus dorm room,2/15/2021 08:55 AM and 2/15/2021 09:15 AM,,CLOSED.REFERRED TO SPPD
GRAFFITI (NON-CRIMINAL),MACALESTER CAMPUS : EXTERIOR SPACES : KIRK COURTYARD,2/15/2021,01:15 AM,MAC-21-0115,Public Safety observed a non-criminal graffiti.,2/15/2021 01:15 AM and 2/15/2021 01:17 AM,,CLOSED.REFERRED TO DEPARTMENT
GRAFFITI (NON-CRIMINAL),MACALESTER CAMPUS : EXTERIOR SPACES : KIRK COURTYARD,2/11/2021,03:00 AM,MAC-21-0106,Public Safety observed a non-criminal graffiti.,2/11/2021 03:00 AM and 2/11/2021 03:02 AM,,CLOSED.REFERRED TO DEPARTMENT
THEFT : MOTOR VEHICLE PARTS,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : JANET WALLACE FINE ARTS CENTER,2/10/2021,11:45 AM,MAC-21-0104,Macalester Public Safety received a report of a theft of motor vehicle parts.,1/23/2021 07:23 PM and 1/23/2021 07:29 PM,,OPEN
THEFT : MOTOR VEHICLE PARTS,MACALESTER CAMPUS : PARKING : EAST 1,2/1/2021,10:33 AM,MAC-21-0065,Theft of catalytic converter,UNKNOWN and UNKNOWN,,CLOSED.NO IDENTIFIABLE SUBJECTS
HARASSMENT,OFF CAMPUS (NON-CLERY),1/30/2021,02:45 PM,MAC-21-0057,Public Safety received a report of online stalking of a student.,1/30/2021 02:45 PM and 1/30/2021 02:45 PM,,"CLOSED.REFERRED TO TITLE IX 
OFFICE"
THEFT : FROM MOTOR VEHICLE,MACALESTER CAMPUS : PARKING : SOUTH PARKING,1/30/2021,01:15 PM,MAC-21-0056,Public Safety received a report of a vehicle with a broken window in a campus lot.,1/30/2021 11:18 AM and 1/30/2021 11:22 AM,,CLOSED.REFERRED TO SPPD
DAMAGE TO PROPERTY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,1/29/2021,05:15 AM,MAC-21-0048,Public safety observed a theft larceny.,1/29/2021 05:16 AM and 1/29/2021 05:20 AM,,CLOSED.REFERRED TO DEPARTMENT
THEFT : LARCENY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,1/29/2021,05:15 AM,MAC-21-0048,Public safety observed a theft larceny.,1/29/2021 05:16 AM and 1/29/2021 05:20 AM,,CLOSED.NO IDENTIFIABLE SUBJECTS
THEFT : MOTOR VEHICLE PARTS,ROADWAY : MACALESTER STREET,1/26/2021,03:31 PM,MAC-21-0045,Macalester College Public Safety received report of theft of motor vehicle parts.,1/26/2021 09:00 AM and 1/26/2021 03:30 PM,,CLOSED.SUBJECT ADVISED
ASSIST : VEHICLE START,MACALESTER CAMPUS : PARKING : WEST 2,1/25/2021,02:00 PM,MAC-21-0041,Public Safety was requested to assist a student jump start their vehicle.,1/25/2021 02:00 PM and 1/25/2021 02:10 PM,,CLOSED.SERVICE COMPLETE
HARASSMENT,OFF CAMPUS (NON-CLERY),1/16/2021,09:32 AM,MAC-21-0016,Student reported harassing communications,1/16/2021 09:32 AM and 1/16/2021 09:32 AM,,"CLOSED.REFERRED TO TITLE IX 
OFFICE"
INAPPROPRIATE COMMUNICATIONS : ELECTRONIC,OFF CAMPUS (NON-CLERY),1/16/2021,09:32 AM,MAC-21-0016,Student reported harassing communications,1/16/2021 09:32 AM and 1/16/2021 09:32 AM,,"CLOSED.REFERRED TO TITLE IX 
OFFICE"
HARASSMENT : OBSCENE OR HARASSING TELEPHONE CALLS,OFF CAMPUS (NON-CLERY),1/16/2021,08:20 AM,MAC-21-0017,Student reported harassment.,1/16/2021 08:20 AM and 1/16/2021 09:30 AM,,"CLOSED.REFERRED TO TITLE IX 
OFFICE"
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS,1/10/2021,02:05 AM,MAC-21-0009,Public safety observed graffiti/vandalism on campus.,1/10/2021 02:05 AM and 1/10/2021 02:05 AM,,CLOSED.NO IDENTIFIABLE SUBJECTS
HARASSMENT : OBSCENE OR HARASSING TELEPHONE CALLS,MACALESTER CAMPUS,1/6/2021,11:30 AM,MAC-21-0004,Ongoing harassment issue,UNKNOWN and UNKNOWN,,"CLOSED.REFERRED TO TITLE IX 
OFFICE"
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,1/5/2021,08:05 AM,MAC-21-0002,"Public Safety observed a cut cable-style bike lock near a campus bike rack.  Reviewed security footage and observed several 
thefts by a single subject.",1/5/2021 05:17 AM and 1/5/2021 05:24 AM,,CLOSED.NO IDENTIFIABLE SUBJECTS
THEFT : BICYCLE : PARTS,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,1/5/2021,08:05 AM,MAC-21-0002,"Public Safety observed a cut cable-style bike lock near a campus bike rack.  Reviewed security footage and observed several 
thefts by a single subject.",1/5/2021 05:17 AM and 1/5/2021 05:24 AM,,CLOSED.NO IDENTIFIABLE SUBJECTS
